word,frequency,frequency (%)
человек,172,0.09196336436205763
люди,179,0.09570605942330417
коренной,0,0.0
права,112,0.059883120979944506
нация,0,0.0
социальный,65,0.03475359699728922
безопасность,137,0.07324988905582497
образование,74,0.039565633504606186
общество,30,0.016040121691056564
культура,35,0.018713475306232658
здравоохранение,0,0.0
программа,280,0.14970780244986126
наука,69,0.0368922798894301
