word,frequency,frequency (%)
человек,35,0.04012657066862332
люди,56,0.0642025130697973
коренной,0,0.0
права,67,0.07681372099422178
нация,2,0.0022929468953499037
социальный,37,0.04241951756397322
безопасность,95,0.10891497752912042
образование,11,0.012611207924424472
общество,18,0.020636522058149132
культура,10,0.011464734476749517
здравоохранение,0,0.0
программа,82,0.09401082270934605
наука,26,0.02980830963954875
