word,frequency,frequency (%)
экология,14,0.05648121999435188
загрязнение,0,0.0
окружающая среда,0,0.0
климат,18,0.07261871142130956
изменение климата,0,0.0
охрана,2,0.008068745713478839
природа,7,0.02824060999717594
экологический,9,0.03630935571065478
