word,frequency,frequency (%)
экология,49,0.05617719893607265
загрязнение,10,0.011464734476749517
окружающая среда,0,0.0
климат,55,0.06305603962212235
изменение климата,0,0.0
охрана,7,0.008025314133724662
природа,49,0.05617719893607265
экологический,37,0.04241951756397322
