word,frequency,frequency (%)
человек,52,0.0867418429305398
люди,37,0.06172015746980716
коренной,0,0.0
права,33,0.05504770801361179
нация,0,0.0
социальный,16,0.026689797824781477
безопасность,101,0.16847934876893308
образование,23,0.038366584373123375
общество,12,0.020017348368586107
культура,12,0.020017348368586107
здравоохранение,0,0.0
программа,77,0.12844465203176086
наука,28,0.046707146193367584
