word,frequency,frequency (%)
экология,59,0.09161775210410261
загрязнение,13,0.02018696232802261
окружающая среда,0,0.0
климат,54,0.08385353582409391
изменение климата,0,0.0
охрана,6,0.009317059536010435
природа,49,0.07608931954408522
экологический,74,0.11491040094412869
