word,frequency,frequency (%)
человек,20,0.09437078280564337
люди,14,0.06605954796395036
коренной,0,0.0
права,14,0.06605954796395036
нация,0,0.0
социальный,12,0.056622469683386016
безопасность,20,0.09437078280564337
образование,6,0.028311234841693008
общество,6,0.028311234841693008
культура,9,0.04246685226253952
здравоохранение,0,0.0
программа,20,0.09437078280564337
наука,14,0.06605954796395036
