word,frequency,frequency (%)
экология,176,0.16989564931993473
загрязнение,55,0.05309239041247961
окружающая среда,0,0.0
климат,114,0.11004604558223045
изменение климата,0,0.0
охрана,22,0.02123695616499184
природа,91,0.08784377322792081
экологический,170,0.16410375218402787
