word,frequency,frequency (%)
человек,36,0.08469193309337286
люди,23,0.0541087350318771
коренной,0,0.0
права,22,0.05175618133483897
нация,0,0.0
социальный,7,0.016467875879266944
безопасность,69,0.1623262050956313
образование,8,0.01882042957630508
общество,6,0.014115322182228808
культура,6,0.014115322182228808
здравоохранение,0,0.0
программа,27,0.06351894982002965
наука,12,0.028230644364457616
