word,frequency,frequency (%)
экология,7,0.17031630170316303
загрязнение,4,0.09732360097323602
окружающая среда,0,0.0
климат,6,0.145985401459854
изменение климата,0,0.0
охрана,1,0.024330900243309004
природа,7,0.17031630170316303
экологический,9,0.21897810218978103
