word,frequency,frequency (%)
человек,44,0.05016302984700275
люди,40,0.045602754406366144
коренной,0,0.0
права,62,0.07068426932986753
нация,3,0.003420206580477461
социальный,9,0.010260619741432383
безопасность,157,0.17899081104498712
образование,30,0.034202065804774605
общество,28,0.031921928084456305
культура,13,0.014820895182068996
здравоохранение,0,0.0
программа,90,0.10260619741432384
наука,23,0.026221583783660532
