word,frequency,frequency (%)
человек,114,0.0966437490992633
люди,113,0.09579599691418204
коренной,0,0.0
права,65,0.0551038920302817
нация,5,0.004238760925406286
социальный,47,0.039844352698819085
безопасность,128,0.10851227969040089
образование,43,0.036453343958494054
общество,18,0.015259539331462625
культура,25,0.021193804627031427
здравоохранение,0,0.0
программа,177,0.1500521367593825
наука,63,0.05340838766011919
