word,frequency,frequency (%)
экология,54,0.045778617994387885
загрязнение,22,0.018650548071787655
окружающая среда,0,0.0
климат,170,0.14411787146381372
изменение климата,0,0.0
охрана,11,0.009325274035893828
природа,54,0.045778617994387885
экологический,108,0.09155723598877577
