word,frequency,frequency (%)
человек,26,0.10489369427522492
люди,17,0.06858433856457014
коренной,0,0.0
права,17,0.06858433856457014
нация,0,0.0
социальный,11,0.04437810142413361
безопасность,29,0.11699681284544318
образование,6,0.02420623714043652
общество,1,0.0040343728567394195
культура,2,0.008068745713478839
здравоохранение,0,0.0
программа,45,0.1815467785532739
наука,15,0.0605155928510913
