word,frequency,frequency (%)
человек,43,0.06677226000807478
люди,12,0.01863411907202087
коренной,0,0.0
права,63,0.09782912512810955
нация,0,0.0
социальный,12,0.01863411907202087
безопасность,86,0.13354452001614955
образование,15,0.02329264884002609
общество,16,0.024845492096027825
культура,13,0.02018696232802261
здравоохранение,0,0.0
программа,62,0.09627628187210782
наука,15,0.02329264884002609
