word,frequency,frequency (%)
человек,46,0.07046460685344894
люди,31,0.04748701766210689
коренной,0,0.0
права,35,0.05361437477979811
нация,0,0.0
социальный,3,0.004595517838268409
безопасность,89,0.13633369586862945
образование,7,0.01072287495595962
общество,25,0.03829598198557008
культура,13,0.019913910632496437
здравоохранение,0,0.0
программа,86,0.13173817803036106
наука,22,0.03370046414730166
