word,frequency,frequency (%)
экология,68,0.036357609166394876
загрязнение,66,0.03528826772032444
окружающая среда,0,0.0
климат,117,0.06255647459512059
изменение климата,0,0.0
охрана,7,0.0037426950612465316
природа,63,0.03368425555121878
экологический,99,0.05293240158048666
